storm_id,archive,image,date,WashPred,_id,Lat,Long
Michael,20181011a_jpgs,S28474645.jpg,2018/10/11,0.99982554,5f78bf32e9354f924b0ffd37,30.229330231746502,-88.0054528015352
Michael,20181011a_jpgs,P28461296.jpg,2018/10/11,0.99974436,5f78bf32e9354f924b0ff67c,30.098292896272397,-85.6856070760225
Michael,20181011a_jpgs,P28461567.jpg,2018/10/11,0.9997222,5f78bf32e9354f924b0ff697,29.9735878474444,-85.4977145633801
Michael,20181011a_jpgs,P28461276.jpg,2018/10/11,0.99970454,5f78bf32e9354f924b0ff67a,30.1055602503084,-85.70092702445909
Michael,20181011a_jpgs,P28461577.jpg,2018/10/11,0.9996954,5f78bf32e9354f924b0ff698,29.967356967621,-85.493289590111
Michael,20181011a_jpgs,P28461176.jpg,2018/10/11,0.9996854,5f78bf32e9354f924b0ff670,30.1552141746395,-85.76580275142109
Michael,20181011a_jpgs,P28461286.jpg,2018/10/11,0.99965274,5f78bf32e9354f924b0ff67b,30.1026706440517,-85.6927506648497
Michael,20181011a_jpgs,S28473894.jpg,2018/10/11,0.99958724,5f78bf32e9354f924b0ffcec,30.3126646783902,-87.3624484059029
Michael,20181011a_jpgs,P28460024.jpg,2018/10/11,0.99955577,5f78bf32e9354f924b0ff5fd,30.392539438893,-86.755156263926
Michael,20181011a_jpgs,S28473493.jpg,2018/10/11,0.99953973,5f78bf32e9354f924b0ffcc4,30.3576686834323,-87.0006966257892
Michael,20181011a_jpgs,P28468245.jpg,2018/10/11,0.9995285,5f78bf32e9354f924b0ff849,30.1457321937958,-85.4934552646528
Michael,20181011a_jpgs,S28473884.jpg,2018/10/11,0.99949646,5f78bf32e9354f924b0ffceb,30.316056973592897,-87.3532438246662
Michael,20181011a_jpgs,S28473854.jpg,2018/10/11,0.9994467,5f78bf32e9354f924b0ffce8,30.323367030967997,-87.32165279837909
Michael,20181011a_jpgs,P28459963.jpg,2018/10/11,0.9994351,5f78bf32e9354f924b0ff5f7,30.386769991410898,-86.80897339963042
Michael,20181011a_jpgs,P28459974.jpg,2018/10/11,0.999419,5f78bf32e9354f924b0ff5f8,30.387970577376798,-86.7997753852549
Michael,20181011a_jpgs,P28459790.jpg,2018/10/11,0.9994124,5f78bf32e9354f924b0ff5e7,30.364341976729303,-86.9613363230955
Michael,20181011a_jpgs,S28473483.jpg,2018/10/11,0.99936837,5f78bf32e9354f924b0ffcc3,30.3580877589819,-86.9909280438641
Michael,20181011a_jpgs,P28461587.jpg,2018/10/11,0.99932516,5f78bf32e9354f924b0ff699,29.9626739076849,-85.4889467673346
Michael,20181011a_jpgs,P28460084.jpg,2018/10/11,0.99931836,5f78bf32e9354f924b0ff603,30.3972657415506,-86.70049400710319
Michael,20181011a_jpgs,P28459780.jpg,2018/10/11,0.99931264,5f78bf32e9354f924b0ff5e6,30.362027154047798,-86.96924299838008
Michael,20181011a_jpgs,P28461356.jpg,2018/10/11,0.99928916,5f78bf32e9354f924b0ff682,30.0755069357995,-85.6424860256252
Michael,20181011a_jpgs,S28473503.jpg,2018/10/11,0.9992879,5f78bf32e9354f924b0ffcc5,30.3549566608931,-87.00983394883622
Michael,20181011a_jpgs,P28461346.jpg,2018/10/11,0.99928445,5f78bf32e9354f924b0ff681,30.0797829656988,-85.6497913548567
Michael,20181011a_jpgs,P28460074.jpg,2018/10/11,0.99927324,5f78bf32e9354f924b0ff602,30.395768023487502,-86.7099713423477
Michael,20181011a_jpgs,P28461446.jpg,2018/10/11,0.9992694,5f78bf32e9354f924b0ff68b,30.0358991154522,-85.57585429762379
Michael,20181011a_jpgs,P28460104.jpg,2018/10/11,0.99925524,5f78bf32e9354f924b0ff605,30.3968476105658,-86.6806510597158
Michael,20181011a_jpgs,P28463042.jpg,2018/10/11,0.9992549,5f78bf32e9354f924b0ff716,29.7262330901936,-84.73742196581
Michael,20181011a_jpgs,P28459800.jpg,2018/10/11,0.9992422,5f78bf32e9354f924b0ff5e8,30.3668964923213,-86.9527543976959
