storm_id,archive,image,date,WashPred,_id,Lat,Long
Isaias,20200804a_jpgs,S21776978.jpg,2020/08/04,0.0064670523,5f6fdaa9e77890f10ba9362a,32.863696273608,-79.9003685267913
Isaias,20200804a_jpgs,S21766393.jpg,2020/08/04,0.75343376,5f6fdaa9e77890f10ba92cdf,35.0955862481196,-75.9705417378709
Isaias,20200804a_jpgs,S21767012.jpg,2020/08/04,0.7863886,5f6fdaa9e77890f10ba92d8f,34.8636827353615,-76.3061867668739
Isaias,20200804a_jpgs,S21775298.jpg,2020/08/04,0.64131045,5f6fdaa9e77890f10ba93511,33.011788515803,-79.36052421580709
Isaias,20200804a_jpgs,S21770086.jpg,2020/08/04,0.70168376,5f6fdaa9e77890f10ba93020,34.4561248282935,-77.496630601274
Isaias,20200804a_jpgs,S21775698.jpg,2020/08/04,0.8285285,5f6fdaa9e77890f10ba93553,32.8929930194346,-79.61923972613249
Isaias,20200804a_jpgs,P21771621.jpg,2020/08/04,2.0395011999999996e-08,5f6fdaa8e77890f10ba92ae9,34.0247335501802,-77.94222298384071
Isaias,20200804a_jpgs,S21776478.jpg,2020/08/04,0.6469993,5f6fdaa9e77890f10ba935df,32.776960281672004,-79.87255106317859
Isaias,20200804a_jpgs,C21771651.jpg,2020/08/04,0.00021703084,5f6fdaa8e77890f10ba9293b,34.0490511578822,-77.92603188590121
Isaias,20200804a_jpgs,S21773398.jpg,2020/08/04,0.9982161,5f6fdaa9e77890f10ba932f6,33.89169135584039,-78.42862900578551
Isaias,20200804a_jpgs,S21773345.jpg,2020/08/04,0.9942965,5f6fdaa9e77890f10ba932e7,33.90064683424411,-78.38820680989299
Isaias,20200804a_jpgs,S21767269.jpg,2020/08/04,0.029748917,5f6fdaa9e77890f10ba92dd8,34.7463373459582,-76.4227722465897
Isaias,20200804a_jpgs,P21771399.jpg,2020/08/04,0.005268214,5f6fdaa8e77890f10ba92aaa,33.86835112835,-78.0106966804096
Isaias,20200804a_jpgs,S21771420.jpg,2020/08/04,0.99782085,5f6fdaa9e77890f10ba93177,33.881638864949004,-77.9730047569528
Isaias,20200804a_jpgs,S21773102.jpg,2020/08/04,0.9942625,5f6fdaa9e77890f10ba932a2,33.9172500921241,-78.19864456218549
Isaias,20200804a_jpgs,S21775242.jpg,2020/08/04,0.0015647502,5f6fdaa9e77890f10ba93501,33.0419472107096,-79.3492136434828
Isaias,20200804a_jpgs,C21771848.jpg,2020/08/04,0.0007471969,5f6fdaa8e77890f10ba92973,34.1857925510067,-77.9488111676454
Isaias,20200804a_jpgs,P21771864.jpg,2020/08/04,0.5599198,5f6fdaa8e77890f10ba92b2e,34.1945525840375,-77.9675958847901
Isaias,20200804a_jpgs,S21773038.jpg,2020/08/04,0.96223193,5f6fdaa9e77890f10ba93290,33.9162682394559,-78.147784992937
Isaias,20200804a_jpgs,S21773539.jpg,2020/08/04,0.97969204,5f6fdaa9e77890f10ba9331e,33.8569104915663,-78.53319326156209
Isaias,20200804a_jpgs,S21766768.jpg,2020/08/04,0.9893327,5f6fdaa9e77890f10ba92d4a,34.9630596451406,-76.1800522961083
Isaias,20200804a_jpgs,S21767484.jpg,2020/08/04,0.013642032,5f6fdaa9e77890f10ba92e15,34.6387659223957,-76.5117039729826
Isaias,20200804a_jpgs,S21773334.jpg,2020/08/04,0.9900503,5f6fdaa9e77890f10ba932e4,33.9025313498515,-78.3801729209015
Isaias,20200804a_jpgs,S21773666.jpg,2020/08/04,0.99591273,5f6fdaa9e77890f10ba93342,33.834296110309204,-78.6270206687113
Isaias,20200804a_jpgs,S21770315.jpg,2020/08/04,0.05617119,5f6fdaa9e77890f10ba93061,34.3640452059687,-77.63250693157941
Isaias,20200804a_jpgs,S21774857.jpg,2020/08/04,0.0012888967,5f6fdaa9e77890f10ba93494,33.2281179103927,-79.180548928883
Isaias,20200804a_jpgs,S21770202.jpg,2020/08/04,0.094743624,5f6fdaa9e77890f10ba93041,34.411933636293504,-77.5677026481368
Isaias,20200804a_jpgs,S21769444.jpg,2020/08/04,0.75980777,5f6fdaa9e77890f10ba92f6a,34.6535635438271,-77.0721678119948
Isaias,20200804a_jpgs,S21767452.jpg,2020/08/04,0.0012986436,5f6fdaa9e77890f10ba92e0c,34.655581295611704,-76.50023998374641
Isaias,20200804a_jpgs,S21772646.jpg,2020/08/04,0.008199652,5f6fdaa9e77890f10ba93256,33.906713739741605,-78.0348550430485
Isaias,20200804a_jpgs,S21770555.jpg,2020/08/04,0.33042172,5f6fdaa9e77890f10ba930a5,34.2559107125666,-77.7582993559464
Isaias,20200804a_jpgs,S21767064.jpg,2020/08/04,0.97501016,5f6fdaa9e77890f10ba92d9e,34.8422829623599,-76.3327995998595
Isaias,20200804a_jpgs,S21773814.jpg,2020/08/04,0.9527265,5f6fdaa9e77890f10ba9336c,33.7932414586258,-78.73494823161259
Isaias,20200804a_jpgs,P21771850.jpg,2020/08/04,0.9277861,5f6fdaa8e77890f10ba92b2a,34.18403220412689,-77.96602179913559
Isaias,20200804a_jpgs,S21775055.jpg,2020/08/04,0.37896332,5f6fdaa9e77890f10ba934cc,33.1344184039448,-79.2496403639866
Isaias,20200804a_jpgs,S21767449.jpg,2020/08/04,0.00024671367,5f6fdaa9e77890f10ba92e0b,34.6572207908673,-76.4986229492804
Isaias,20200804a_jpgs,S21770290.jpg,2020/08/04,0.6995924,5f6fdaa9e77890f10ba9305a,34.3756808138778,-77.61970499328841
Isaias,20200804a_jpgs,S21770364.jpg,2020/08/04,0.34401664,5f6fdaa9e77890f10ba9306f,34.343599632599,-77.6581049066814
Isaias,20200804a_jpgs,C21772646.jpg,2020/08/04,0.003243445,5f6fdaa8e77890f10ba929d9,33.8996382283041,-78.02262571358759
Isaias,20200804a_jpgs,S21770675.jpg,2020/08/04,9.753438999999999e-06,5f6fdaa9e77890f10ba930c7,34.1883741925543,-77.8067628261837
Isaias,20200804a_jpgs,S21774255.jpg,2020/08/04,0.076498404,5f6fdaa9e77890f10ba933e9,33.5946966716919,-78.98347824934179
Isaias,20200804a_jpgs,P21771505.jpg,2020/08/04,6.2227388e-09,5f6fdaa8e77890f10ba92ac8,33.9487157787814,-77.97879910151241
Isaias,20200804a_jpgs,P21776488.jpg,2020/08/04,0.0003300923,5f6fdaa8e77890f10ba92bb4,32.7622522562395,-79.90044405637391
Isaias,20200804a_jpgs,S21773070.jpg,2020/08/04,0.9792037,5f6fdaa9e77890f10ba93299,33.9182220753423,-78.1731161899267
Isaias,20200804a_jpgs,C21777056.jpg,2020/08/04,0.00021466553,5f6fdaa8e77890f10ba92a5d,32.808656885475,-79.89730357198759
Isaias,20200804a_jpgs,S21771755.jpg,2020/08/04,8.350817e-09,5f6fdaa9e77890f10ba931d6,34.1247344714898,-77.91290279488709
Isaias,20200804a_jpgs,P21772541.jpg,2020/08/04,0.97264284,5f6fdaa8e77890f10ba92b71,33.9572529659313,-77.9717054357942
Isaias,20200804a_jpgs,S21776609.jpg,2020/08/04,0.00013735818,5f6fdaa9e77890f10ba93604,32.8471833927741,-79.9220819257416
Isaias,20200804a_jpgs,C21771406.jpg,2020/08/04,1.1366166e-05,5f6fdaa8e77890f10ba928f5,33.8733908463555,-77.9898594078157
Isaias,20200804a_jpgs,S21766256.jpg,2020/08/04,0.99934715,5f6fdaa9e77890f10ba92cb8,35.1432754306283,-75.8883641974087
Isaias,20200804a_jpgs,S21776503.jpg,2020/08/04,0.8069818,5f6fdaa9e77890f10ba935e6,32.7882085847161,-79.8831345375436
Isaias,20200804a_jpgs,S21774004.jpg,2020/08/04,0.7740352,5f6fdaa9e77890f10ba933a2,33.716351779647496,-78.8523829635612
Isaias,20200804a_jpgs,P21767959.jpg,2020/08/04,0.964896,5f6fdaa8e77890f10ba92a7c,34.696334108348104,-76.7014092723344
Isaias,20200804a_jpgs,S21775157.jpg,2020/08/04,0.80867416,5f6fdaa9e77890f10ba934e9,33.1002256692685,-79.3180192950259
Isaias,20200804a_jpgs,S21768746.jpg,2020/08/04,0.90966225,5f6fdaa9e77890f10ba92ea4,34.6466010632341,-76.5488630278836
Isaias,20200804a_jpgs,S21767244.jpg,2020/08/04,0.7324269,5f6fdaa9e77890f10ba92dd1,34.7595283182971,-76.41394574475079
Isaias,20200804a_jpgs,S21769031.jpg,2020/08/04,0.76954573,5f6fdaa9e77890f10ba92ef5,34.700978577142,-76.76691704531049
Isaias,20200804a_jpgs,S21772992.jpg,2020/08/04,0.98348874,5f6fdaa9e77890f10ba93283,33.9125760025426,-78.11183356573
Isaias,20200804a_jpgs,C21771623.jpg,2020/08/04,0.00019820915,5f6fdaa8e77890f10ba92933,34.0284423222701,-77.9258690578942
Isaias,20200804a_jpgs,S21768044.jpg,2020/08/04,4.8278338e-08,5f6fdaa9e77890f10ba92e6f,34.7315545280006,-76.7611201367234
Isaias,20200804a_jpgs,S21772960.jpg,2020/08/04,0.81469846,5f6fdaa9e77890f10ba9327a,33.9105342758981,-78.08785362873459
Isaias,20200804a_jpgs,P21776435.jpg,2020/08/04,0.46972883,5f5c1c37016e86108aec3cb0,32.7373221645452,-79.86740735743909
Isaias,20200804a_jpgs,P21776435.jpg,2020/08/04,0.46972883,5f6fdaa8e77890f10ba92ba5,32.7373221645452,-79.86740735743909
Isaias,20200804a_jpgs,P21776435.jpg,2020/08/04,0.46972883,5f5c1c37016e86108aec3cb0,32.7373221645452,-79.86740735743909
Isaias,20200804a_jpgs,P21776435.jpg,2020/08/04,0.46972883,5f6fdaa8e77890f10ba92ba5,32.7373221645452,-79.86740735743909
Isaias,20200804a_jpgs,S21775066.jpg,2020/08/04,0.0029893038,5f6fdaa9e77890f10ba934cf,33.1274092663134,-79.2553148480758
Isaias,20200804a_jpgs,S21766470.jpg,2020/08/04,0.59042704,5f6fdaa9e77890f10ba92cf5,35.067852481431,-76.011691302831
Isaias,20200804a_jpgs,S21769462.jpg,2020/08/04,0.9313984,5f6fdaa9e77890f10ba92f6f,34.649413116757806,-77.0848977159688
Isaias,20200804a_jpgs,S21775800.jpg,2020/08/04,0.21290946,5f6fdaa9e77890f10ba93570,32.8612970927029,-79.68616274595671
Isaias,20200804a_jpgs,S21774011.jpg,2020/08/04,0.97413015,5f6fdaa9e77890f10ba933a4,33.71421829646,-78.857643294358
Isaias,20200804a_jpgs,S21771389.jpg,2020/08/04,3.2129992e-07,5f6fdaa9e77890f10ba9316e,33.8589453824498,-77.977220433482
Isaias,20200804a_jpgs,S21773835.jpg,2020/08/04,0.045620695,5f6fdaa9e77890f10ba93372,33.785771540876496,-78.7487960010083
Isaias,20200804a_jpgs,S21773271.jpg,2020/08/04,0.98902017,5f6fdaa9e77890f10ba932d2,33.911320721672894,-78.3306416938383
Isaias,20200804a_jpgs,C21776659.jpg,2020/08/04,0.0005052733,5f6fdaa8e77890f10ba92a2f,32.8759727586546,-79.9426467764031
Isaias,20200804a_jpgs,S21769885.jpg,2020/08/04,0.08169929,5f6fdaa9e77890f10ba92fe7,34.5185674408204,-77.364318596019
Isaias,20200804a_jpgs,S21776425.jpg,2020/08/04,0.8548215,5f6fdaa9e77890f10ba935d0,32.756264921859696,-79.8436789181345
Isaias,20200804a_jpgs,S21772449.jpg,2020/08/04,0.034079958,5f6fdaa9e77890f10ba9321e,34.0278348037017,-77.9775732486832
Isaias,20200804a_jpgs,S21774537.jpg,2020/08/04,0.81551045,5f6fdaa9e77890f10ba93439,33.4445027124372,-79.1148566370907
